,Document,Topic,handle,color,date,tweet,topic_name,member,party
321,time long overdue legalize marijuana nationally expunge past marijuana convictions ensure revenue legal marijuana reinvested communities impact fail war drug,5,SenSanders,white,2022-06-07,"The time is long overdue to legalize marijuana nationally, expunge past marijuana convictions and ensure revenue from legal marijuana is reinvested in the communities most impacted by the failed war on drugs.",Cannabis,Bernie Sanders,Independent
323,Today Memorial Day honor brave men women give live defend country sacrifice never forget,9,SenSanders,white,2022-05-30,"Today, Memorial Day, we honor the brave men and women who gave their lives to defend our country. Their sacrifices will never be forgotten.",MemorialDay,Bernie Sanders,Independent
326,'m LIVE floor U.S. Senate demand end filibuster protect constitutional right abortion,0,SenSanders,white,2022-05-11,I'm LIVE on the floor of the U.S. Senate to demand we end the filibuster and protect the constitutional right to have an abortion. https://t.co/xowPEHsfcy,Abortion,Bernie Sanders,Independent
327,'ll floor U.S. Senate TONIGHT 8pm ET talk must end filibuster protect constitutional right abortion,0,SenSanders,white,2022-05-10,I'll be on the floor of U.S. Senate TONIGHT at 8pm ET to talk about why we must end the filibuster and protect the constitutional right to have an abortion.,Abortion,Bernie Sanders,Independent
328,Congress must pass legislation codify Roe v. Wade law land country 60 vote Senate must end filibuster pass 50 vote,0,SenSanders,white,2022-05-03,"Congress must pass legislation that codifies Roe v. Wade as the law of the land in this country NOW. And if there aren’t 60 votes in the Senate to do it, and there are not, we must end the filibuster to pass it with 50 votes.",Abortion,Bernie Sanders,Independent
334,Let congratulate Judge Ketanji Brown Jackson confirmation Supreme Court lifetime service lead historic well-deserved moment,2,SenSanders,white,2022-04-07,"Let me congratulate Judge Ketanji Brown Jackson on her confirmation to the Supreme Court, and on her lifetime of service that has led to this historic and well-deserved moment. https://t.co/ZF46VIoJqY",Judge Brown Jackson,Bernie Sanders,Independent
335,Since nomination President throughout hear Judge Ketanji Brown Jackson handle dignity intelligence say critics vote confident 'll outstanding Supreme Court Justice,2,SenSanders,white,2022-04-03,"Since her nomination by the President, and throughout the hearings, Judge Ketanji Brown Jackson has handled herself with dignity and intelligence – more than can be said of her critics. I’ll be voting for her and I’m confident she'll be an outstanding Supreme Court Justice.",Judge Brown Jackson,Bernie Sanders,Independent
336,Marijuana legal nationwide marijuana convictions must expunge absurd federal government consider marijuana dangerous heroin,5,SenSanders,white,2022-04-02,Marijuana should be legal nationwide. All marijuana convictions must be expunged. It is absurd that the federal government considers marijuana to be as dangerous as heroin.,Cannabis,Bernie Sanders,Independent
343,Abortion constitutional right,0,SenSanders,white,2022-02-28,Abortion is a constitutional right.,Abortion,Bernie Sanders,Independent
344,need new member Supreme Court strong track record stand justice economic justice racial justice social justice political justice environmental justice doubt Judge Jackson person strongly support nomination,2,SenSanders,white,2022-02-25,"We need a new member of the Supreme Court who has a strong track record standing up for justice – economic justice, racial justice, social justice, political justice and environmental justice. There is no doubt that Judge Jackson is that person. I strongly support her nomination. https://t.co/79LWKghniQ",Judge Brown Jackson,Bernie Sanders,Independent
345,Putin oligarch friends seek divide world destruction democracy must stand Ukrainian people war Russian people demonstrate corrupt reckless president start,4,SenSanders,white,2022-02-25,"Putin and his oligarch friends seek a divided world and the destruction of democracy. We must stand with the Ukrainian people against this war, and with the Russian people who are demonstrating against their corrupt, reckless president who started it. https://t.co/xVCM8gwQ6Q",Russo-Ukrainian War,Bernie Sanders,Independent
346,authoritarian country like Russia protest act enormous courage stand Ukrainian people war Russian people demonstrate corrupt reckless president start,4,SenSanders,white,2022-02-24,"In an authoritarian country like Russia, protest is an act of enormous courage. I stand with the Ukrainian people against this war, and with the Russian people demonstrating against their corrupt, reckless president who started it.
https://t.co/ipXakeIXpG",Russo-Ukrainian War,Bernie Sanders,Independent
347,Vladimir Putin latest invasion Ukraine indefensible violation international law regardless whatever false pretext offer always diplomatic solution situation Tragically Putin appear intent reject,4,SenSanders,white,2022-02-22,"Vladimir Putin’s latest invasion of Ukraine is an indefensible violation of international law, regardless of whatever false pretext he offers. There has always been a diplomatic solution to this situation. Tragically, Putin appears intent on rejecting it. https://t.co/PUNIJSZMEk",Russo-Ukrainian War,Bernie Sanders,Independent
356,Abortion constitutional right period men ones give birth doubt would question must stand defend woman right control body must pass legislation codify Roe v. Wade law land,0,SenSanders,white,2022-01-22,"Abortion is a constitutional right, period. If men were the ones giving birth, I doubt that this would be in question. We must stand up and defend a woman’s right to control her own body. We must pass legislation that codifies Roe v. Wade as the law of the land.",Abortion,Bernie Sanders,Independent
358,get at-home COVID-19 test deliver home free Go order free test take less 30 second,10,SenSanders,white,2022-01-18,"You can now get at-home COVID-19 tests delivered to your home for free. 

Go to https://t.co/gXk8ViN2nx to order your free tests now. It takes less than 30 seconds.",COVID-19 Vaccine,Bernie Sanders,Independent
364,applaud President Biden pause federal student loan payments 45 million Americans let cancel,1,SenSanders,white,2021-12-22,I applaud President Biden for once again pausing federal student loan payments for 45 million Americans. Now let’s cancel it. All of it.,Student Debt,Bernie Sanders,Independent
374,owe veterans tremendous debt gratitude one 'll never truly able repay Veterans Day let us honor extraordinary sacrifice bravery veterans families make certain get benefit need promise,9,SenSanders,white,2021-11-11,"We owe our veterans a tremendous debt of gratitude, one which we'll never truly be able to repay. On this Veterans Day let us honor the extraordinary sacrifice and bravery of our veterans and their families, and make certain they get all the benefits they need and were promised.",MemorialDay,Bernie Sanders,Independent
379,want Medicare negotiate lower drug price 91 Democrats 85 Independents 76 Republicans 84 seniors time listen American people Congress must finally courage stand greed Big Pharma,0,SenSanders,white,2021-10-26,"Here’s who wants Medicare to negotiate lower drug prices:

91% of Democrats
85% of Independents
76% of Republicans 
84% of seniors 
 
It’s time to listen to the American people. Congress must finally have the courage to stand up to the greed of Big Pharma.",Abortion,Bernie Sanders,Independent
388,want Medicare negotiate lower drug price Oh 91 Democrats 85 Independents 76 Republicans 84 seniors time Congress finally courage stand greed Big Pharma,0,SenSanders,white,2021-10-12,"Who wants Medicare to negotiate lower drug prices? Oh just...
 
91% of Democrats
85% of Independents
76% of Republicans 
84% of seniors 
 
Now is the time for Congress to finally have the courage to stand up to the greed of Big Pharma.",Abortion,Bernie Sanders,Independent
391,Pharma spend hundreds millions oppose efforts lower prescription drug cost Meanwhile six major drug company make 50 billion profit last year pay CEOs outrageous salaries must stop Pharma greed pass Reconciliation Bill,0,SenSanders,white,2021-10-09,"Pharma has spent hundreds of millions opposing our efforts to lower prescription drug costs. Meanwhile, the six major drug companies made $50 billion in profits last year and pay their CEOs outrageous salaries. We must stop Pharma greed and pass the Reconciliation Bill.",Abortion,Bernie Sanders,Independent
413,applaud president yesterday executive action marijuana 've get long way go happen believe marijuana legal country,5,BernieSanders,white,2022-10-07,I applaud the president for yesterday's executive action on marijuana. But we've got a long way to go. I happen to believe that marijuana should be legal all over this country. https://t.co/blqiMi4ulI,Cannabis,Bernie Sanders,Independent
428,Congratulations people Kansas come large number make clear abortion right women control body government,0,BernieSanders,white,2022-08-03,"Congratulations to the people of Kansas for coming out in large numbers to make clear that abortion is a right and that it is women who control their own bodies, not the government.",Abortion,Bernie Sanders,Independent
